sms,opening,lastmodified,image3,postal,latitude,image6,name,whatsapp,street,cuisine,image4,image5,inperson,menuitem,pickup_option,website,delivery_detail,unit,call,longitude,image2,description,claps,condition,delivery,url,region,description_detail,menuprice,promo,menu,delivery_option,contact,price
false,9AM - 8PM,,,757437,1.4630356709999999,,Sofnade,true,8A ADMIRALTY STREET FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,,,,true,,true,https://linktr.ee/sofnade,Free delivery for orders $80 and up.,#06-07,false,103.8142474,,"
Malay, Western",0,bubble tea with takeaway,,https://thesmartlocal.com/wp-content/uploads/directory/43-Sofnade.png,,"Meatballs Platter (meatballs in a bucket), Nasi Ambeng",,Free,false,true,94356917,$5
false,11AM-9PM,,,369546,1.336213828,,One Bar Cafe,true,1 IRVING PLACE THE COMMERZE@IRVING SINGAPORE 369546,,,,true,,true,https://www.onebarcafe.com/order-online,"$2 delivery, min. order $25. Free delivery for orders $40 and up (Only for certain areas). 20% off takeaway orders. 10% off Deliveroo/Grabfood. 1-for-1 Pasta for ordering through website (first 25 orders, $30m min. order) ",#01-25,false,103.8864377,,"
Western",0,,,https://thesmartlocal.com/wp-content/uploads/directory/233-One-Bar-Cafe.png,,"Mentaiko Pasta, Eggs Benny, Mushroom Beef Burger, Little Wings",,,false,true,87982625,$0+
false,11AM-9PM,,,138522,1.299974296,,DAEHWA,true,1 FUSIONOPOLIS PLACE GALAXIS SINGAPORE 138522,,,,true,,true,https://daehwavegetarian.com/dhdelivery/,Delivery fee & min. order varies based on location ,,false,103.7884334,,Korean food,0,,,https://thesmartlocal.com/wp-content/uploads/directory/155-DAEHWA.png,,"Recommended: Kimchi Jjigae, Tangsuyuk, Odeng Bokkeum",,,false,true,85009451,
false,8AM - 4PM,,,138522,1.299974296,,Bread Yard,false,1 FUSIONOPOLIS PLACE GALAXIS SINGAPORE 138522,,,,true,,true,https://order.breadyard.com.sg/,"2 month subscription - $40/once a month, $64/twice a month, $112/weekly ",,true,103.7884334,,Artisan Bread and Pastries,0,,,https://thesmartlocal.com/wp-content/uploads/directory/83-Bread-Yard.png,,,,,false,true,97735318,
false,"12PM - 3PM, 6PM - 9.30PM (Closed on Mon)",,,120106,1.321914673,,Summer Hill,false,106 CLEMENTI STREET 12 SUNSET WAY RESIDENCE SINGAPORE 120106,,,,true,,true,,"$5 delivery to postal codes starting with 12, 13, 58, 59 or 27. ",,true,103.7698152,,"
Western, French",0,,,https://thesmartlocal.com/wp-content/uploads/directory/127-Summer-Hill.png,,"Roast Chicken, Fried Veal Chop",,,false,true,62515337,$5
false,11AM - 7PM (Somerset),,,238895,1.3010065690000001,,Marche Mövenpick Singapore (Somerset),false,313 ORCHARD ROAD OCBC 313@SOMERSET SINGAPORE 238895,,,,true,,true,https://order.marche-movenpick.com/en_SG,"$5 islandwide delivery, min. order $60.
Free delivery for orders $100 and up. ",,false,103.83824659999999,,"
Western",0,takeaway,,https://thesmartlocal.com/wp-content/uploads/directory/65-Marche-Movenpick-Singapore.png,,"Rosti, German Sausages, Slow Roasted Chicken, German Platter, Rosti, Hand-Stretched Pizzas, Savoury crepes and bakery products.
Quote <MARCHEONLINE> for $5 off first order. 20% off takeaway orders. ",,20% off,false,true,,
false,"11AM - 2PM, 6PM - 9.30PM",,,369972,1.335246636,,Grain,false,5 BURN ROAD TEE YIH JIA FOOD BUILDING SINGAPORE 369972,,,,true,,true,https://grain.com.sg/eat,"$4 islandwide delivery, $16 additional surcharge for orders not in Central/South areas. Free delivery for orders $100 and up. ",#05-01,false,103.8850084,,"
International",0,,,https://thesmartlocal.com/wp-content/uploads/directory/28-Grain.png,,"Recommended: TORCHED SOUS VIDE SALMON, 200% FRIED CHICKEN COMBO",,,false,true,,$0
false,"11.30AM - 2PM, 6PM - 8PM",,,228208,1.3061133459999998,,Aoki,false,1 SCOTTS ROAD UOB SHAW CENTRE BRANCH SINGAPORE 228208,,,,true,,true,,"Delivery timings are 11.30AM - 1.30PM, 6PM - 7.30PM. ",,true,103.83197059999999,,"
Japanese",0,,,https://thesmartlocal.com/wp-content/uploads/directory/199-Aoki.png,,"Recommended: MAZE CHIRASHI, KAGOSHIMA GYU STEAK DONBURI WITH ONSEN TAMAGO (100G), BUTA SHOGAYAKI DON.",,,false,true,63338015,
false,"11.30am - 2pm, 5pm - 9pm",,https://firebasestorage.googleapis.com/v0/b/hawkercentral.appspot.com/o/images%2F1587559061038_DSC05547.jpg?alt=media&token=43588337-d921-49d6-b97c-b6da998fb9c0,574347,1.35209303,,Parker Korean Restaurant 2,false,209 UPPER THOMSON ROAD YEW LIAN PARK SINGAPORE 574347,,https://firebasestorage.googleapis.com/v0/b/hawkercentral.appspot.com/o/images%2F1587559065573_DSC05530.jpg?alt=media&token=ea7fe899-d9ca-490f-bf10-0a98f47cb791,https://firebasestorage.googleapis.com/v0/b/hawkercentral.appspot.com/o/images%2F1587559070070_DSC05470.jpg?alt=media&token=206a3de7-13c2-49b4-a463-9359f5c16eed,true,,true,https://parkerrestaurant.wixsite.com/parkerrestaurant,,01,true,103.83508859999999,https://firebasestorage.googleapis.com/v0/b/hawkercentral.appspot.com/o/images%2F1587559093188_DSC05575.jpg?alt=media&token=5c81d73c-8d5a-4c96-afa3-fb67de7d59d6,Delicious Homely Korean Food at Thomson,21,,,https://firebasestorage.googleapis.com/v0/b/hawkercentral.appspot.com/o/images%2F1587559084086_DSC05564.jpg?alt=media&token=46cb5e35-72db-4c90-b5ce-57fefd308589,,"Takeaway only.
",,,false,false,62512606,
false,"11AM - 2.30PM, 5PM - 9.30PM (Mon to Thu) 11AM - 9.30PM (Fri-Sun) ",,,238872,1.302424172,,Tonkichi Restaurant (Takashimaya),false,391 ORCHARD ROAD DBS NGEE ANN CITY BRANCH SINGAPORE 238872,,,,true,,true,,,,true,103.8346761,,"
Japanese",0,Off takeaways,,https://thesmartlocal.com/wp-content/uploads/directory/52-Tonkichi-Restaurant-Takashimaya.png,,"Rosu Katsu set
DABAO ONLY, 10% off takeaways and 15% off $100 spend ",,10%,false,false,67357522,
false,8AM - 10PM,,,279883,1.331432307,,Meat n' Chill,true,805 BUKIT TIMAH ROAD SIXTH AVENUE CENTRE SINGAPORE 279883,,,,true,,true,,"Min. order $70.
10% off next self-collect visit. ",#01-04,false,103.7950007,,"
Western",0,,,https://thesmartlocal.com/wp-content/uploads/directory/190-Meat-n-Chill.png,,"Recommended: Steak, Pork Ribs",,,false,true,88124455,$0
false,12PM - 8PM,,,239013,1.291417798,,River Wok,true,80 MOHAMED SULTAN ROAD THE PIER AT ROBERTSON SINGAPORE 239013,,,,true,,true,,Min. order $30. ,#01-12,false,103.8405531,,"
Thai",0,,,https://thesmartlocal.com/wp-content/uploads/directory/60-River-Wok.png,,1. Tom yum prawn or seafood. 2. Thai chicken green curry,,,false,true,92274867,$0
false,8AM - 8PM,,,640964,1.342010958,,Hock Kee Yong Tau Foo ,false,964 JURONG WEST STREET 91 SINGAPORE 640964,,,,true,,true,,Delivery timings are 8AM - 7.30PM. ,#01-342,true,103.69266329999999,,"
Chinese",0,,,https://thesmartlocal.com/wp-content/uploads/directory/265-Hock-Kee-Yong-Tau-Foo.png,,Healthy varieties of Yong Tau Foo,,,false,true,92220351,$5 onwards
false,false,,,573960,1.3586900830000002,,Taste of Thailand Pte Ltd,false,18 SIN MING LANE MIDVIEW CITY SINGAPORE 573960,,,,true,,true,,"$0-5 islandwide delivery, Min. order $15-70. ",,false,103.8341521,,"
Thai",0,,,https://thesmartlocal.com/wp-content/uploads/directory/99-Taste-of-Thailand-Pte-Ltd.png,,,,,false,true,,
false,9AM - 6PM,,,051531,1.285295079,,Mian Zhuang,true,531A UPPER CROSS STREET HONG LIM COMPLEX SINGAPORE 051531,,,,true,,true,,"$6-$8 delivery within 10km radius. $10-$12 delivery above 10km. Order before 10AM for 11AM - 1PM slot, before 2.30PM for 3PM - 4PM slot. ",,false,103.8458243,,Handmade noodles,0,,,https://thesmartlocal.com/wp-content/uploads/directory/62-Mian-Zhuang.png,,,,,false,true,84887898,$6+
false,false,,,079000,1.27780175,,Chef’s Table by Chef Stephan,true,61 TRAS STREET TANJONG PAGAR CONSERVATION AREA SINGAPORE 079000,,,,true,,true,,"$20 islandwide delivery, Min. order $180 for 2pax. ",,false,103.8444868,,"
",0,,,https://thesmartlocal.com/wp-content/uploads/directory/128-Chefs-Table-by-Chef-Stephan.png,,Recommended: 3 course dinners for 2 days,,,false,true,90479979,$20
false,10AM - 5.30PM,,,188979,1.300414234,,Tracy Juice Culture ,false,190 MIDDLE ROAD OCBC FORTUNE CENTRE SINGAPORE 188979,,,,true,,true,https://tjcdelivery.wixsite.com/tracyjuiceculture,$0-$10 islandwide delivery. Free delivery in Downtown/Marina Bay areas. ,,true,103.8522928,,"
Vegetarian, Fruits ",0,,,https://thesmartlocal.com/wp-content/uploads/directory/38-Tracy-Juice-Culture.png,,Mushroom Udon,,,false,true,93213299,
false,11AM-9PM,,,120328,1.313991615,,Seoulid Korean BBQ,false,328 CLEMENTI AVENUE 2 HDB-CLEMENTI SINGAPORE 120328,,,,true,,true,,"$6 delivery fee within 5km, $8 within 10km, $10 within 15km, $12 within 20km ",#01-220,true,103.767089,,"
Korean",0,,,https://thesmartlocal.com/wp-content/uploads/directory/162-Seoulid-Korean-BBQ.png,,"Bento, Marinated Meat Burger, Korean Ramen",,,false,true,83688566,$6+
false,1PM - 5PM (Friday),,,078988,1.278092484,,Jekyll & Hyde,false,49 TRAS STREET TANJONG PAGAR CONSERVATION AREA SINGAPORE 078988,,,,true,,true,http://tiny.cc/JekyllBottles3,,,false,103.84454050000001,,"
Liquor",0,,,https://thesmartlocal.com/wp-content/uploads/directory/262-Jekyll-Hyde.png,,"Recommended: Mr Bean
Last order on Thursday, 12PM. ",,,false,false,,
false,"10.30AM - 2.30PM, 5.30PM - 9.30PM ",,,769689,1.443818316,,Happy Village Restaurant Ptd Ltd ,false,81A JALAN MALU-MALU KINDOL GARDENS SINGAPORE 769689,,,,true,,true,,DABAO ONLY. ,,true,103.8257766,,"
Chinese",0,,,https://thesmartlocal.com/wp-content/uploads/directory/94-Happy-Village-Restaurant-Ptd-Ltd.png,,Recommended: White bee hoon,,,false,false,65551018,
false,11AM TO 9PM,,,310051,1.337783376,,CHEN FU JI,true,51 LORONG 6 TOA PAYOH EAST PAYOH PALM SINGAPORE 310051,,,,true,,true,,"Free delivery between 5.30PM-7.30PM for Toa Payoh, Bishan, Balestier, Braddell, Whampoa, Thomson. Min. $100 order for other areas. ",,false,103.8525075,,"
Chinese",0,,,https://thesmartlocal.com/wp-content/uploads/directory/239-Chen-Fu-Ji.png,,"Recommended: Chilli Crab, Black Pepper Crab, Steam Crab, Unami Crab, Bak Kut Teh, Pork Trotter, Curry Chicken, Kway Teow Kia",,,false,true,92325035,$0
false,8AM - 6PM,,,658080,1.33852441,,Annabella Patisserie Macarons,true,20 BUKIT BATOK CRESCENT ENTERPRISE CENTRE SINGAPORE 658080,,,,true,,true,https://shop.abp.sg/,"QUOTE <STAYHOME50> for free delivery and 50% off, Min. order $30. ",,false,103.7570897,,"
Desserts & Bakery",0,min. order $30,,https://thesmartlocal.com/wp-content/uploads/directory/120-Annabella-Patisserie-Macarons.png,,"AnnaBella Pâtisserie is a Japanese-French inspired bakery, specializing in delicate Japanese light-cream hand-crafted macarons. It all started with the pursuit to produce the best-quality macarons. The founding chef spent over a decade travelling to world-class bakeries and chocolatiers, tasting and researching ingredients to create top quality macarons. This culinary journey contributes to every aspect of how the macarons are made today. The founder's passions and inspirations can be experienced in every delicious bite of our cakes and macarons. AnnaBella Pâtisserie has a mission to share the best pâtisserie with everyone. Your feedback is always welcome.

Headed by Chef and Founder, Ms. Annabella Sonwelly, an Macaron Enthusiast and ex-banker, who has spent the last 10 years re-creating Macaron Recipe that is adjusted using French-Japanese fusion technique. Together with 15 strong team members, the happy bakers continue to create these little gems that has the crisp at the outer shells, and chewy texture within.",,50% off,false,true,88238808,$0
false,"11AM - 10PM (Tues-Sat), 11AM - 9PM (Sun)",,,098803,1.277599368,,Old Habits Cafe,false,2 TELOK BLANGAH WAY SAFRA CLUBHOUSE (MOUNT FABER) SINGAPORE 098803,,,,true,,true,https://www.foodbooking.com/api/fb/_p_zljb,"$3-$5 delivery within 6km radius, free delivery for orders $50 and up. 
$5-9 delivery islandwide, free delivery for orders $80 and up. ",#01-04,false,103.81724679999999,,"
Western",0,,,https://thesmartlocal.com/wp-content/uploads/directory/78-Old-Habits-Cafe.png,,SeaSalt Caramel Roast Chicken,,,false,true,,$3+
false,11AM - 9PM,,,179105,1.2912440059999999,,Flavours By Saute,false,107 NORTH BRIDGE ROAD FUNAN SINGAPORE 179105,,,,true,,true,https://www.sautesandelivery.sg/?fbclid=IwAR3knJ02hWyBRhzhdyvgkSesyYOlsNnXjLXrt11V0gwIxnvHutpYT_FeVfU,"$9.90 islandwide delivery, min. order $30.
Free delivery for orders $80 and up.",#B1-30,false,103.8499848,,"
Western, Chinese",0,<STAYSTRONG>,,https://thesmartlocal.com/wp-content/uploads/directory/57-Flavours-By-Saute.png,,"Recommended: Orh Luah, Ramen, pizza
Quote <STAYSTRONG> for $5 off.",,$5 off,false,true,,$0
false,9AM - 8PM (Closed on Sun),,,247933,1.304853421,,Brunetti ,false,163 TANGLIN ROAD UOB TANGLIN MALL SINGAPORE 247933,,,,true,,true,https://www.brunetti.com.sg/,"$8 delivery within a 5km radius, free delivery for orders $100 and up. 
$15 delivery outside 5km radius, free delivery for orders $150 and up. Min. order $30. ",,false,103.8238835,,"
Western, Desserts & Bakery",0,,,https://thesmartlocal.com/wp-content/uploads/directory/268-Brunetti.png,,"Recommended: Celebration Cakes, Desserts, Macaron, Gelato, Pizza, Pasta, Salads, Smoothies,Coffee",,,false,true,,$0
false,9.30AM - 6.00PM ,,,218654,1.315598903,,Susucre Pte. Ltd. ,true,405 RACE COURSE ROAD SINGAPORE 218654,,,,true,,true,https://susucre.net/,"$25-35 islandwide delivery, depending o$25-35 islandwide delivery, depending on distance.",,false,103.85722709999999,,"
Desserts & Bakery",0,,,https://thesmartlocal.com/wp-content/uploads/directory/24-Susucre-Pte-Ltd.png,,Customised cakes,,,false,true,98672173,$25
false,12.30PM-8.30PM,,,247974,1.297923996,,Boufe Boutique Cafe,true,308 TANGLIN ROAD BLK P (PHOENIX PARK OFFICE CAMPUS) SINGAPORE 247974,,,,true,,true,https://www.boufesg.com/delivery-menu,"$6 delivery within 6KM. $12 delivery above 6KM.
Free delivery for orders $50 and up. ",,false,103.8145569,,"
Asian",0,,,https://thesmartlocal.com/wp-content/uploads/directory/241-Boufe-Boutique-Cafe.png,,"Recommended: Army Stew, Ricebowls, Pad Thai, Rendang Nasi lemak",,,false,true,91781336,$0
false,11AM - 9PM,,,099891,1.246776879,,Kwee Zeen,false,2 BUKIT MANIS ROAD SINGAPORE 099891,,,,true,,true,,DABAO ONLY. ,,true,103.827884,,"
Western, French",0,<THESMARTLOCAL>,,https://thesmartlocal.com/wp-content/uploads/directory/214-Kwee-Zeen.png,,"Recommended: Brunch Indulgence, Seafood Fried Rice, Hazelnut Royaltine
QUOTE <TheSmartLocal> for 25% off order. Last order is at 8.15PM. Brunch hours are 11AM - 3PM, Fri-Sun. ",,25% off,false,false,67088310,
false,false,,,119189,1.268160918,,Tamarind Hill Singapore,false,30 LABRADOR VILLA ROAD SINGAPORE 119189,,,,true,,true,,"Free delivery for orders $80 and up, complimentary Tamarind Dessert Platter. ",,false,103.800427,,"
Thai, Indonesian, Chinese",0,,,https://thesmartlocal.com/wp-content/uploads/directory/205-Tamarind-Hill-Singapore.png,,,,,false,true,,
false,"11.30AM-2.30PM, 5.30PM-10PM ",,,228208,1.3061133459999998,,Bistro Du Vin,true,1 SCOTTS ROAD UOB SHAW CENTRE BRANCH SINGAPORE 228208,,,,true,,true,https://bistroduvin.oddle.me/,"$8 delivery. Min. order $80.
Free delivery for orders $160 and up. ",,false,103.83197059999999,,"
French",0,,,https://thesmartlocal.com/wp-content/uploads/directory/227-Bistro-Du-Vin.png,,"Recommended: Joue de bœuf braisé, Confit de canard, Soupe à l’oignon",,,false,true,89403882,$0
false,,,https://firebasestorage.googleapis.com/v0/b/hawkercentral.appspot.com/o/images%2F1587362730792_93036269_2627825050830663_4543563786958667776_n.jpg?alt=media&token=da73cdf7-93f1-4318-9c46-bedd4bc2d78e,050032,1.284858609,,Super Star No.1 Penang Assam Laksa,true,32 NEW MARKET ROAD HDB-CENTRAL AREA SINGAPORE 050032,,https://firebasestorage.googleapis.com/v0/b/hawkercentral.appspot.com/o/images%2F1587362754569_93380677_2627885627491272_6908562634870620160_n.jpg?alt=media&token=b3ffca3b-ea05-414a-b70c-9c6437b6ef5f,https://firebasestorage.googleapis.com/v0/b/hawkercentral.appspot.com/o/images%2F1587362762202_93412197_2627825047497330_9215394066382979072_n.jpg?alt=media&token=d9e349e3-5d4e-45b0-beb5-230a8d36093a,true,,true,https://www.facebook.com/Super-Star-No1-Penang-Assam-Laksa-2042010766078764/?ref=nf_target&__tn__=%2CdkC-R-R&eid=ARCt9sKQj3zSHoxCyvRTxCpV07zGkJbyqYLe5sIfFkaQL0AUETEInqeFgFor0auHRBqAIK1QvXBMpWH8&hc_ref=ARRNm5ei42b3DQg4_tTjcn22q7gATr_2lsTY8qm9adfjC3t59clImng057ZX1EmqdaY&fref=gs&dti=268960887438286&hc_location=group,,01-1002B,false,103.8425788,https://firebasestorage.googleapis.com/v0/b/hawkercentral.appspot.com/o/images%2F1587362728213_93188421_2627831994163302_4223178575504736256_n.jpg?alt=media&token=ca2d8ac7-30eb-491f-a7cd-ef5ab40bd1b0,Must Try! Super Penang Assam Laksa,0,,,https://firebasestorage.googleapis.com/v0/b/hawkercentral.appspot.com/o/images%2F1587362724171_93281765_2627887284157773_3439000470188720128_n.jpg?alt=media&token=7089d1dd-028a-4fc1-9986-0e807f565b13,,Delivery by taxi whole Singapore # Super Penang Assam Laksa ￼The best in town # Must Try # Muis Halal ￼ Certified # delivery charge by taxi meter Fare whole Singaspore # shop next to OG taxi stand,,,false,true,98366616,0
false,false,,,059681,1.287249066,,The Cooperage Pte Ltd ,false,42 HONGKONG STREET SINGAPORE 059681,,,,true,,true,,$8 islandwide delivery. Free delivery for orders $80 and up. Preorder 1 hour ahead. ,,true,103.8475569,,"
Western, Japanese, Italian",0,,,https://thesmartlocal.com/wp-content/uploads/directory/55-The-Cooperage-Pte-Ltd.png,,"Tapas, Pizza, Pasta, Don Buri Bowl",,,false,true,86999366,$8
false,11AM - 9.30PM,,,769959,1.4200291530000002,,Orchid Live Seafood ,false,1 BAH SOON PAH ROAD SINGAPORE 769959,,,,true,,true,https://orchidliveseafood.oddle.me/en_SG,"Free delivery islandwide in April, Min, order $88. ",,false,103.825419,,"
Chinese",0,,,https://thesmartlocal.com/wp-content/uploads/directory/21-Orchid-Live-Seafood.png,,"Recommended: Lobster Porridge, Steven Chicken",,,false,true,,$5
false,24 hours,,,169074,1.287520678,,Underground Wines Pte Ltd,false,315 OUTRAM ROAD TAN BOON LIAT BUILDING SINGAPORE 169074,,,,true,,true,https://www.undergroundwines.com.sg/,Free islandwide delivery for 2 bottles or more. $10 islandwide delivery for under 2 bottles. ,,false,103.8339929,,"
Liquor",0,,,https://thesmartlocal.com/wp-content/uploads/directory/87-Underground-Wines-Pte-Ltd.png,,"Sauvignon Blanc, Pinot Noir, Chardonnay, Riesling
wine@undergroundwines.com.sg",,,false,true,,$10
false,11AM - 8.30PM,,,179105,1.2912440059999999,,Godmama,false,107 NORTH BRIDGE ROAD FUNAN SINGAPORE 179105,,,,true,,true,https://ordernow.godmama.sg/,No min. order. ,#04-07,false,103.8499848,,"
Peranakan, Malay, Chinese",0,,,https://thesmartlocal.com/wp-content/uploads/directory/106-Godmama.png,,"Recommended: Ayam Buah Keluak , babi assam",,,false,true,,$10
false,"12PM - 2PM, 6PM - 8PM (Closed on Sun)",,,228796,1.302002632,,Izakaya Nijumaru,false,5 KOEK ROAD CUPPAGE PLAZA SINGAPORE 228796,,,,true,,true,https://www.facebook.com/izakayanijumaruSg/,Within 15km of 5 Koek Road. ,,true,103.84072629999999,,"
Japanese",0,,,https://thesmartlocal.com/wp-content/uploads/directory/121-Izakaya-Nijumaru.png,,"Garlic fried rice, BBQ Teriyaki Set, Katsu Curry,Niku Jagga (Beef & potato stew), ( Asparagus with Bacon, Yaki Tori, Tskune (chicken meatball), Karrage (Japanese Fried chicken), Yaki Meshi (chicken fried rice), Oyakondon (chicken and egg rice bowl)",,,false,true,62356693,$3-$8
false,12PM - 9PM,,,238855,1.302650574,,Luke's Oyster Bar & Chop House,false,260 ORCHARD ROAD THE HEEREN SINGAPORE 238855,,,,true,,true,https://www.lukes.com.sg/shop,,#03-02,true,103.8373173,,"
Western",0,,,https://thesmartlocal.com/wp-content/uploads/directory/177-Lukes-Oyster-Bar-Chop-House.png,,Burgers & Steaks,,,false,true,81250420,$18
false,11AM - 9PM,,,238877,1.3036877,,Omakase Burger,true,435 ORCHARD ROAD HSBC WISMA ATRIA SINGAPORE 238877,,,,true,,true,https://omakaseburger.oddle.me/en_SG/,Free delivery for orders $50 and up. Last order is at 8PM. ,#03-15,false,103.83320359999999,,"
Western",0,,,https://thesmartlocal.com/wp-content/uploads/directory/114-Omakase-Burger.png,,"Omakase Cheeseburger, Applewood Smoked Bacon Cheeseburger, Truffle Fries, Cheese Fries",,,false,true,97799045,$10
false,11AM - 9PM,,,018982,1.279124938,,TONO CEVICHERIA,true,12 MARINA BOULEVARD MARINA BAY FINANCIAL CENTRE (TOWER 3) SINGAPORE 018982,,,,true,,true,,$20 islandwide delivery. Free delivery for orders $100 and up. ,,false,103.85445759999999,,"
Western, Mediterranean",0,,,https://thesmartlocal.com/wp-content/uploads/directory/197-TONO-CEVICHERIA.png,,"Lomo Saltado, Ceviche",,,false,true,96176594,$20
false,1.30PM-9PM,,,228677,1.30437834,,Selera Restaurant,true,15 MACKENZIE ROAD CITY INN MACKENZIE SINGAPORE 228677,,,,true,,true,,,,false,103.84979870000001,,Tze Char,0,,,,,,,,false,true,96274368,
false,"11AM-6PM (Mon-Fri), 11AM-2.30PM (Sat) (closed on Sun & PH)",,,082001,1.275687028,,Meet Paul,true,1 TANJONG PAGAR PLAZA MULTI STOREY CAR PARK SINGAPORE 082001,,,,true,,true,,"$5 delivery fee within 5KM,
$10 within 15KM,
$15 within 25KM,
$20 within 30KM,
$25 above 30KM ",#02-04,false,103.84243359999999,,"
Western",0,,,https://thesmartlocal.com/wp-content/uploads/directory/165-Meet-Paul.png,,"Deep Fried Halibut Fish & Chips, Chicken Chop with Black Pepper Sauce",,,false,true,94566687,$5+
false,"10AM - 10PM (Mon-Fri), 10AM - 2.30PM (Sat-Sun)",,,110001,1.285272084,,Sin Thor Eunos Bak Kut Teh,true,1 WHOLESALE CENTRE PASIR PANJANG WHOLESALE CENTRE SINGAPORE 110001,,,,true,,true,,,,false,103.7791168,,"
Chinese",0,takeaway,,https://thesmartlocal.com/wp-content/uploads/directory/250-Sin-Thor-Eunos-Bak-Kut-Teh.png,,Bak Kut Teh & Pigs trotter,,10% off,false,true,82829693,$5 onwards
false,,,,199583,1.302875539,,One Prawn Noodle,true,505 BEACH ROAD GOLDEN MILE FOOD CENTRE SINGAPORE 199583,,,,true,,true,https://www.oneprawnnoodle.com/,,#01-93,false,103.8638833,,Hungry for Noods?,0,,,https://firebasestorage.googleapis.com/v0/b/hawkercentral.appspot.com/o/images%2F1587364226625_93412197_2627825047497330_9215394066382979072_n.jpg?alt=media&token=37607fe0-bd9b-4fd6-b7ae-6e59a9c2c466,,Your Order Item (Order item/type of noodle/ Soup or Dry / Qty / Add ons)Special requestsPick Up Time and DatePreferred Mode of Payment (SGQR/ Paynow / Cash - only self pickup) ** For Islandwide Delivery please state your address as wellEnquire delivery charges via our whatsapp: 96398668Name of RecipientBlk No/ Street Address/ Unit Number/ Postal CodeContact Number,,,false,true,96398668,0
false,11AM-10.30PM,,,179020,1.290317098,,Chuan Grill & Noodle Bar,true,3A RIVER VALLEY ROAD ROYAL SELANGOR PEWTER MUSEUM SINGAPORE 179020,,,,true,,true,,"$2 delivery. min. order $15. Free delivery for orders $30 and up.
Delivery only for areas within 5KM of Clarke Quay, River Valley, Chinatown, Tanjong Pagar. ",,false,103.8449606,,"
Chinese",0,,,https://thesmartlocal.com/wp-content/uploads/directory/226-Chuan-Grill-And-Noodle-Bar.png,,Recommended: Beef Ribeye & Bisket Noodle set meal with 3 skewers,,,false,true,81281781,$0
false,7AM - 10PM ,,,486350,1.336845807,,Swee Aik Food Manufactory,false,3015 BEDOK NORTH STREET 5 SHIMEI EAST KITCHEN SINGAPORE 486350,,,,true,,true,https://sweeaik.com/,Quote <iwillstayhome> and get $5 off. ,,true,103.9474309,,"
BBQ, Chinese",0,Quote <IWILLSTAYHOME>,,https://thesmartlocal.com/wp-content/uploads/directory/3-Swee-Aik-Food-Manufactory.png,,Suckling pig & Roasted Duck,,$5 Off,false,true,69110519,
false,11AM - 9PM,,,059672,1.287439303,,Amò,false,33C HONGKONG STREET VINTAGE INN @ CLARKE QUAY SINGAPORE 059672,,,,true,,true,https://amorestaurant.oddle.me/en_SG,"$7.49 islandwide delivery, Min. order $40.
Free delivery for orders $100 and up.",,false,103.8471296,,Pizzas,0,quote <DELIVER25>,,https://thesmartlocal.com/wp-content/uploads/directory/192-Amo.png,,Order online: https://amorestaurant.oddle.me/en_SG,,25% off,false,true,,$0
false,11AM-8PM,,,228208,1.3061133459999998,,Mui Kee Congee,true,1 SCOTTS ROAD UOB SHAW CENTRE BRANCH SINGAPORE 228208,,,,true,,true,https://muikee.oddle.me/en_SG/,"$8 islandwide delivery. Min. order $40.
Free delivery for orders $80 and up.
Last order at 8PM. ",#01-12,false,103.83197059999999,,"
Chinese",0,,,https://thesmartlocal.com/wp-content/uploads/directory/143-Mui-Kee-Congee.png,,"Fish Belly Congee, Beef Brisket Noodle, Drunken Chicken in Shaoxing Wine",,,false,true,89403924,$8
false,"11.30AM - 3PM, 6PM to 9PM",,,588177,1.3423950880000002,,Peace Japanese Cuisine,false,144 UPPER BUKIT TIMAH ROAD KINDER GROWTH PTE LTD SINGAPORE 588177,,,,true,,true,https://www.peacekitchen.sg/index.php/pre-order/,"Free delivery to West areas within 5km radius, no min. order. 10% off for self-collection. ",#04-03,false,103.77646829999999,,"
Japanese",0,takeaway,,https://thesmartlocal.com/wp-content/uploads/directory/125-Peace-Japanese-Cuisine.png,,"Sashimi Set, Wagyu Set, Unagi Set, Aburi Shake Mentai Don",,10% off,false,true,,$0
false,3PM - 11PM,,,038983,1.294923915,,Bar Bar Q,true,3 TEMASEK BOULEVARD HSBC SUNTEC CITY BRANCH SINGAPORE 038983,,,,true,,true,,,,false,103.85769930000001,,"
Chinese",0,,,https://thesmartlocal.com/wp-content/uploads/directory/136-Bar-Bar-Q.png,,"Recommended: Skewers, Kurobuta black pork, Mala popcorn chicken, braised pork rice",,,false,false,82000713,
false,false,,,088865,1.278391682,,The Lokal,false,136 NEIL ROAD SINGAPORE 088865,,,,true,,true,,No min. order. ,,false,103.8408752,,"
Western, Australian",0,,,https://thesmartlocal.com/wp-content/uploads/directory/102-The-Lokal.png,,"Avocado Ricotta Toast, Roast Pumpkin Salad, Meat Pie, Whole Roast Chicken",,,false,true,64239918,
